"Record ID","Temperature","Turbidity (cm)","Dissolved Oxygen (mg L-1)","Biochemical Oxygen Demand (mg L-1)","Carbon Dioxide (mg L-1)","pH","Total Alkalinity (mg L-1 as CaCO3)","Total Hardness (mg L-1 as CaCO3)","Calcium (mg L-1)","Estimated Magnesium (mg L-1)","Ammonia (mg L-1)","Nitrite (mg L-1)","Phosphorus (mg L-1)","Hydrogen Sulphide (mg L-1)","Plankton Abundance (No. L-1)","Water Quality Index (WQI)","WQI-Derived Quality Label","WQI-Derived Quality Category","WQI-Derived Aquaculture Suitability Classification","WQI-Derived Aquaculture Suitability Description"
"2606","24.607","40.021","5.388","3.681","3.374","7.940","101.133","181.564","47.115","15.522","0.115","0.032","0.127","0.007","5238","93.44","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2607","24.745","38.897","5.646","3.444","3.131","7.625","103.946","102.721","25.007","9.781","0.111","0.023","0.051","0.006","4003","95.15","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2608","24.401","35.739","5.424","3.368","3.518","7.956","106.546","308.768","81.596","25.503","0.118","0.024","0.050","0.007","3929","93.69","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2609","22.155","39.098","5.338","3.262","3.944","7.922","111.462","240.349","62.115","20.701","0.113","0.023","0.135","0.005","5070","93.97","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2610","24.721","38.706","5.337","3.150","4.637","7.645","179.771","225.945","49.981","24.561","0.113","0.028","0.051","0.006","3797","95.28","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2611","24.400","40.845","5.468","3.547","2.604","7.917","100.124","283.022","75.253","23.097","0.117","0.023","0.130","0.006","3688","93.71","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2612","24.828","40.689","5.683","3.448","2.489","7.627","110.789","100.503","23.577","10.110","0.114","0.026","0.117","0.005","3898","95.10","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2613","22.371","35.916","5.561","3.640","3.966","7.914","104.770","95.504","22.915","9.297","0.112","0.030","0.050","0.007","5319","93.62","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2614","22.506","35.997","5.454","3.586","4.728","7.609","102.475","285.088","75.543","23.423","0.113","0.024","0.050","0.006","5412","95.08","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2615","24.713","39.532","5.340","3.638","3.429","7.956","173.682","136.553","26.023","17.381","0.113","0.026","0.135","0.007","5263","93.46","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2616","22.603","40.672","5.518","3.187","2.136","7.610","106.927","103.418","24.843","10.050","0.119","0.031","0.136","0.006","5307","95.35","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2617","22.811","38.835","5.664","3.322","3.366","7.655","104.168","238.986","62.610","20.070","0.115","0.025","0.051","0.006","3743","95.09","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2618","24.962","35.759","5.587","3.293","4.707","7.617","111.110","245.514","63.584","21.065","0.111","0.031","0.051","0.006","5529","95.27","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2619","24.433","33.529","5.597","3.654","3.945","7.922","109.507","230.209","59.549","19.795","0.115","0.022","0.126","0.005","3710","93.61","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2620","22.183","34.630","5.408","3.629","3.959","7.917","145.203","121.014","25.132","14.147","0.115","0.021","0.139","0.005","3627","93.66","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2621","22.418","41.253","5.688","3.490","3.131","7.926","187.018","131.078","22.918","17.934","0.114","0.027","0.112","0.006","5603","93.71","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2622","24.704","36.810","5.431","3.238","4.635","7.646","148.731","323.465","80.618","29.665","0.118","0.029","0.050","0.008","3904","95.16","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2623","24.792","39.785","5.296","3.621","2.388","7.617","100.105","100.709","24.910","9.351","0.114","0.031","0.051","0.008","4071","94.96","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2624","24.934","36.912","5.554","3.435","4.650","7.640","110.816","270.677","70.568","22.940","0.110","0.023","0.050","0.007","5382","95.10","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2625","22.323","39.185","5.428","3.672","4.676","7.630","109.561","277.633","72.638","23.374","0.118","0.024","0.050","0.006","4897","94.88","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2626","22.293","34.570","5.299","3.523","3.922","7.931","100.730","94.320","23.071","8.915","0.110","0.024","0.111","0.005","5512","93.70","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2627","22.248","38.488","5.544","3.552","3.860","7.956","181.385","137.680","25.414","18.024","0.111","0.022","0.116","0.006","4032","93.57","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2628","24.337","33.815","5.682","3.453","3.360","7.920","173.475","335.128","80.884","32.336","0.111","0.031","0.131","0.007","5597","93.76","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2629","24.277","37.424","5.523","3.324","4.667","7.633","103.723","195.399","50.626","16.752","0.111","0.022","0.117","0.005","5270","95.23","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2630","22.721","40.202","5.274","3.646","2.646","7.943","155.869","122.296","24.212","15.017","0.112","0.022","0.113","0.007","5135","93.54","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2631","22.494","33.258","5.335","3.159","3.594","7.648","108.221","97.668","23.101","9.710","0.114","0.022","0.127","0.007","5571","95.29","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2632","24.906","38.425","5.534","3.401","3.619","7.620","142.820","113.968","23.471","13.444","0.117","0.029","0.051","0.007","5581","95.14","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2633","22.494","33.775","5.264","3.670","4.665","7.634","108.180","179.647","45.744","15.887","0.111","0.027","0.051","0.007","5242","94.88","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2634","22.807","40.934","5.606","3.444","4.655","7.638","180.136","287.092","66.824","29.197","0.112","0.025","0.134","0.006","5195","95.07","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2635","22.710","40.133","5.426","3.271","2.408","7.918","150.031","201.960","46.909","20.599","0.111","0.023","0.050","0.007","5448","93.99","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2636","22.498","40.036","5.258","3.159","4.693","7.606","107.873","205.890","53.028","17.843","0.118","0.028","0.112","0.007","5408","95.42","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2637","22.220","39.568","5.585","3.591","2.646","7.938","177.811","267.050","61.567","27.518","0.114","0.029","0.128","0.007","3631","93.55","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2638","22.183","39.011","5.453","3.700","3.908","7.937","102.797","302.498","80.312","24.759","0.112","0.021","0.129","0.007","5013","93.52","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2639","22.598","39.856","5.266","3.255","4.680","7.628","108.177","311.166","82.064","25.802","0.116","0.023","0.115","0.007","3633","95.28","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2640","24.329","40.680","5.710","3.676","4.702","7.619","108.516","97.819","23.107","9.743","0.111","0.030","0.051","0.008","5499","94.92","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2641","22.399","37.542","5.478","3.284","3.960","7.916","181.671","128.892","22.953","17.382","0.118","0.024","0.051","0.007","5147","93.94","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2642","24.700","35.170","5.392","3.458","2.940","7.651","104.460","288.424","76.227","23.819","0.117","0.025","0.051","0.007","4064","94.98","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2643","24.329","33.281","5.650","3.468","4.688","7.625","104.273","281.977","74.469","23.319","0.118","0.023","0.051","0.005","5110","95.09","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2644","24.643","36.388","5.534","3.419","3.372","7.614","111.687","258.119","66.996","22.057","0.113","0.032","0.050","0.007","5574","95.15","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2645","24.846","37.792","5.674","3.273","4.672","7.631","100.867","101.712","25.096","9.482","0.114","0.030","0.117","0.005","3751","95.21","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2646","24.451","36.882","5.341","3.696","3.200","7.952","166.586","276.848","65.613","27.444","0.110","0.023","0.129","0.006","3576","93.46","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2647","22.357","38.256","5.655","3.392","4.664","7.634","140.974","111.586","23.034","13.130","0.115","0.031","0.050","0.006","5552","95.08","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2648","22.763","34.015","5.454","3.331","3.895","7.942","110.989","308.537","81.002","25.807","0.114","0.023","0.051","0.005","5227","93.81","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2649","22.132","36.848","5.718","3.299","2.415","7.618","151.009","302.515","74.560","28.251","0.116","0.030","0.136","0.006","3980","95.24","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2650","22.757","41.268","5.449","3.224","3.045","7.606","165.734","336.939","82.309","31.912","0.114","0.026","0.050","0.007","5553","95.40","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
"2651","22.706","35.226","5.468","3.330","3.874","7.950","104.423","104.553","25.456","9.954","0.116","0.023","0.051","0.008","5643","93.76","1","Excellent/Good","Highly Suitable","Optimal Suitability: Water is clean and suitable for all biological production uses."
